symbol,start,end,payments,hours,ann_entry,gross,net,year,days
ZENUSDT,2021-02-09 00:00:00.010,2021-02-15 08:00:00.006,19,151.9999988888889,409.43363999999997,0.05282413999999999,0.047824139999999994,2021,6.333333287037038
ZENUSDT,2021-02-18 08:00:00.000,2021-02-22 16:00:00.000,13,104.0,271.139632974847,0.02435626,0.01935626,2021,4.333333333333333
ZENUSDT,2021-03-19 00:00:00.011,2021-03-25 00:00:00.000,18,143.99999694444443,107.14137,0.017286080000000002,0.012286080000000001,2021,5.999999872685184
ZENUSDT,2021-03-30 00:00:00.018,2021-04-07 16:00:00.004,26,207.99999611111113,146.805555,0.040238730000000014,0.03523873000000002,2021,8.66666650462963
ZENUSDT,2021-04-11 00:00:00.004,2021-04-18 08:00:00.004,22,176.0,124.909935,0.03760287999999999,0.032602879999999994,2021,7.333333333333333
ZENUSDT,2021-05-04 00:00:00.004,2021-05-05 00:00:00.001,3,23.99999916666667,102.98160445425604,0.0010431099999999999,-0.00395689,2021,0.9999999652777779
ZENUSDT,2021-09-05 08:00:00.002,2021-09-07 16:00:00.001,7,55.99999972222223,109.930335,0.0016488800000000001,-0.00335112,2021,2.3333333217592593
ZENUSDT,2024-03-05 16:00:00.000,2024-03-06 08:00:00.001,2,16.000000277777776,140.316585,0.00065583,-0.00434417,2024,0.6666666782407407
ZILUSDT,2020-06-24 00:00:00.001,2020-06-25 00:00:00.000,3,23.99999972222222,104.337075,0.00139327,-0.00360673,2020,0.9999999884259259
ZILUSDT,2020-06-26 16:00:00.000,2020-06-28 00:00:00.003,4,32.00000083333333,207.79377000000002,0.0034878599999999997,-0.0015121400000000004,2020,1.3333333680555555
ZILUSDT,2020-07-07 16:00:00.000,2020-07-10 16:00:00.000,9,72.0,152.81494683644726,0.00618282,0.0011828200000000002,2020,3.0
ZILUSDT,2020-07-25 08:00:00.001,2020-07-27 00:00:00.000,5,39.99999972222223,136.556355,0.005225080000000001,0.00022508000000000077,2020,1.6666666550925928
ZILUSDT,2020-07-30 16:00:00.000,2020-08-02 08:00:00.001,8,64.00000027777777,204.3729970962846,0.01187866,0.006878659999999999,2020,2.6666666782407407
ZILUSDT,2020-08-07 08:00:00.000,2020-08-19 00:00:00.000,35,280.0,206.89368718380857,0.04158261,0.03658261,2020,11.666666666666666
ZILUSDT,2021-01-06 08:00:00.003,2021-01-08 08:00:00.000,6,47.99999916666667,184.27978479022548,0.0127749,0.0077749,2021,1.9999999652777778
ZILUSDT,2021-01-10 08:00:00.005,2021-01-11 00:00:00.000,2,15.999998611111112,399.62244,0.0007227399999999999,-0.00427726,2021,0.6666666087962964
ZILUSDT,2021-01-18 16:00:00.000,2021-01-20 08:00:00.001,5,40.00000027777777,211.76098441124785,0.005864660000000001,0.0008646600000000006,2021,1.6666666782407404
ZILUSDT,2021-01-31 08:00:00.000,2021-02-15 08:00:00.006,45,360.00000166666666,234.6979933431229,0.09173951000000001,0.08673951,2021,15.000000069444445
